"Silvestre double defeats Liverpool MANCHESTER, England -- A rare double from French defender Mikael Silvestre handed Manchester United teammate Rio Ferdinand a victorious Premiership return in a 2-1 win over Liverpool on Monday.",Sports
"Taiwan issues shooting report, but mystery remains Taiwan released on Friday the full report by a top US forensic expert on the election-eve shooting of President Chen Shui-bian but it offered few clues on who was responsible for the mysterious attack.",World
Preparing your business for the unexpected That #39;s the estimate of how much damage Hurricane Charley has wracked upon Florida. Much of that has been done to small businesses.,Business
"It's a Bird, It's a Planet, It's the Space Station When the space station passes across the Sun or moon, the scene offers an interesting demonstration of how planet hunter's look for new candidates by measuring the periodic dimming of a parent star.",Tech
"Lafleur says locked out league should declare bankruptcy, start &lt;b&gt;...&lt;/b&gt; DARTMOUTH, NS (CP) - Hockey legend Guy Lafleur believes the National Hockey League should declare bankruptcy and start over again.",Sports
"Haitian death toll rises to 1,500 Relief supplies are reaching Port-au-Prince but are slow to reach hardest-hit Gonaives. A man tries to hang on to a sack of rice he apparently swiped from a truck near Gonaives.",World
"C amp;C survives smoking ban Food and drinks firm C amp;C Group today said profits had risen 6 despite bad weather and the public smoking ban. C amp;C, formerly known as Cantrell  amp; Cochrane, said operating profits had increased to 64.",Business
"Vioxx Withdrawal Causes Concern About FDA (AP) AP - Americans should feel reasonably safe taking government-approved prescription drugs  #151; with a few caveats  #151; even after a popular arthritis medication was pulled from the market, medical experts say. But the problems with Vioxx raise questions about the Food and Drug Administration's safety review process and the length of time it took Merck to pull the drug, observers say.",Tech
"Americans lose again ATHENS, Greece - Lithuanian guard Sarunas Jasikevicius, whose off-target three-pointer kept his team from pulling off the biggest upset of the Sydney Olympics, didnt miss when it counted on Saturday night against the Americans in a thrilling 94-90 ",Sports
"Sudan Sanctions  #39;Could Be Counter Productive #39; Imposing sanctions on the government of Sudan in a bid to resolve the crisis in the Darfur region of the country could prove counter productive, a Foreign Office minister warned today.",World
"Update 2: Swisscom Confirms May Merge With Firm Telecommunications companies Swisscom AG and Telekom Austria AG are in talks over a possible merger, Swisscom said. ",Business
"Indian researcher designs revolutionary low cost PC for the poor Professor Raj Reddy, an Indian researcher in artificial intelligence and a professor at Carnegie Mellon University.Has designed a wirelessly networked personal computer worth just 250 US dollars intended for the four billion people around the world who ...",Tech
Orioles lose Grimsley until June CBC SPORTS ONLINE - Pitcher Jason Grimsley is lost to the Baltimore Orioles until next June at the earliest after undergoing  quot;Tommy John quot; surgery Wednesday.,Sports
Debate over Israeli army's role in school A controversial new program will have lieutenant colonels interact with high school students.,World
Black loosens grip on Hollinger FALLEN Press baron Lord Black has indicated he is willing to loosen control of Toronto-based Hollinger Inc amid allegations in an Ontario court filing by Canadian fund manager Catalyst.,Business
"Taipei plans city-wide WiFi Taipei  Reuters News Service, 8 November 2004 - Taipei plans to make wireless Internet access available across the Taiwan capital by the end of 2005, joining a small number of cities offering WiFi networks.",Tech
"Sharapova Beats Hantuchova to Extend Win Streak Wimbledon champion Maria Sharapova stretched her winning streak to 10 matches with a 6-4, 7-5, victory over Slovakia #39;s Daniela Hantuchova in the second round of the Zurich Challenge Wednesday.",Sports
"Two militants, civilian killed in Kashmir attack (AFP) AFP - Two Islamic militants were killed in a fierce gunbattle with security forces near a stadium in Kashmir where Indian Prime Minister Manmohan Singh was later due to speak, an army spokesman said.",World
"US Airways Chairman: Liquidation Possible (Reuters) Reuters - US Airways Group Inc.'s (UAIR.O)\chairman said employees must agree to  #36;800 million in new wage\and benefit cuts within 30 days or the airline might be\liquidated, the New York Times said on Thursday, citing an\interview with Chairman David Bronner.",Business
"Red Roof Inns to Get Wi-Fi Hotspots (AP) AP - Accor North America has reached an agreement with T-Mobile USA Inc. to install wireless Internet access throughout all of its Red Roof Inns over the next year, officials said.",Tech
"Mets to interview Backman The Mets may reach back into one of their most successful eras in their manager search. Wally Backman, the sparkplug second baseman on the 1986 championship team ",Sports
UK Knew About Coup Plot in Eq. Guinea The British government knew about the alleged plot to overthrow the President of Equatorial Guinea at least five weeks before a group of mercenaries was arrested in March for planning the coup.,World
"Gold Fields #39; IAMGold bid cut by \$200 million JOHANNESBURG (Mineweb.com) -- Gold Fields has formally announced that its proposed merger terms with Toronto-listed IAMGold, due for the vote on December 7, are unchanged but that Gold Fields will contribute \$200 million (in US dollars) less in cash to ",Business
